Source,Target
76561198036466697,214770
76561198036466697,225080
76561198036466697,239030
76561198036466697,232430
76561198036466697,218620
76561198036466697,209000
76561198036466697,245280
76561198036466697,206420
76561198036466697,250260
76561198036466697,250320
76561198036466697,252490
76561198036466697,252950
76561198036466697,243470
76561198036466697,221910
76561198036466697,261030
76561198036466697,232790
76561198036466697,239160
76561198036466697,237930
76561198036466697,258520
76561198036466697,261640
76561198036466697,301910
76561198036466697,319630
76561198036466697,341800
76561198036466697,348250
76561198036466697,350080
76561198036466697,377160
76561198036466697,382110
76561198036466697,208650
76561198036466697,383870
76561198036466697,389730
76561198036466697,287700
76561198036466697,337000
76561198036466697,311210
76561198036466697,418650
76561198036466697,391220
76561198036466697,210970
76561198036466697,450390
76561198036466697,275850
76561198036466697,457550
76561198036466697,379720
76561198036466697,471710
76561198036466697,446620
76561198036466697,552500
76561198036466697,578080
76561198036466697,612880
76561198036466697,552520
76561198057490360,550
76561198057490360,8190
76561198057490360,8930
76561198057490360,400
76561198057490360,95300
76561198057490360,20920
76561198057490360,44320
76561198057490360,17470
76561198057490360,28050
76561198057490360,55230
76561198057490360,72850
76561198057490360,22380
76561198057490360,110800
76561198057490360,207610
76561198057490360,7670
76561198057490360,204100
76561198057490360,108710
76561198057490360,730
76561198057490360,202170
76561198057490360,49520
76561198057490360,200260
76561198057490360,214970
76561198057490360,212680
76561198057490360,202970
76561198057490360,202990
76561198057490360,214560
76561198057490360,219150
76561198057490360,219600
76561198057490360,220240
76561198057490360,43110
76561198057490360,220440
76561198057490360,218230
76561198057490360,226980
76561198057490360,235600
76561198057490360,252950
76561198057490360,269950
76561198057490360,203140
76561198057490360,241930
76561198057490360,305620
76561198057490360,374320
76561198057490360,377160
76561198057490360,380600
76561198057490360,389730
76561198057490360,287700
76561198057490360,311340
76561198057490360,210970
76561198057490360,379720
76561198057490360,385760
76561198057490360,578080
76561198057490360,612880
76561198057490360,359550
76561198057490360,337000
76561198067567760,620
76561198067567760,205100
76561198067567760,220240
76561198067567760,8870
76561198067567760,286690
76561198067567760,221380
76561198067567760,241930
76561198067567760,201810
76561198067567760,374320
76561198067567760,379720
76561198067567760,480490
76561198067567760,504370
76561198067567760,292030
76561198067567760,578080
76561198067567760,584210
76561198067567760,524220
76561198067567760,356190
76561198067567760,435150
76561198092975386,7670
76561198092975386,34270
76561198092975386,57300
76561198092975386,400
76561198092975386,105600
76561198092975386,8980
76561198092975386,113200
76561198092975386,48000
76561198092975386,207610
76561198092975386,200260
76561198092975386,204300
76561198092975386,49520
76561198092975386,205950
76561198092975386,204360
76561198092975386,219150
76561198092975386,205100
76561198092975386,55230
76561198092975386,203160
76561198092975386,242760
76561198092975386,39140
76561198092975386,214550
76561198092975386,252950
76561198092975386,261640
76561198092975386,213670
76561198092975386,301910
76561198439836794,500
76561198439836794,38460
76561198439836794,550
76561198439836794,213350
76561198439836794,230410
76561198439836794,252950
76561198439836794,39150
76561198439836794,268850
76561198439836794,254700
76561198439836794,6550
76561198439836794,335300
76561198439836794,304240
76561198439836794,374320
76561198439836794,389730
76561198439836794,379720
76561198439836794,485510
76561198439836794,552500
76561198439836794,578080
76561198439836794,378540
76561198439836794,460810
76561198439836794,612880
76561198439836794,601430
76561198439836794,570940
76561198439836794,544750
76561198439836794,638970
